Mission_ID,Planet_Name,Distance_From_Earth,Crew_Size,Mission_Duration,Budget,Technology_Rating,Atmospheric_Composition,Surface_Terrain,Communication_Latency,Energy_Resources,Previous_Attempts,Alien_Contact_Probability,Critical_Failures,Success_Status
4452d4f1-e52e-4f08-8f7f-83c44ed049c4,Aurora,938.09,10,41,268.14,7,Hydrogen-rich,Oceanic,12.63,Solar,0,0.0,1,No
7c98bd9f-0311-4923-be1d-9770545f8c6d,Elysium,714.59,26,201,230.42,9,Oxygen-rich,Oceanic,7.5,Geothermal,0,0.057172273100769014,1,No
b41fddd5-9b41-4f6d-a311-75f171ae4069,Aurora,666.2,46,291,195.53,8,Methane-dominated,Oceanic,15.2,Geothermal,2,0.289525932936703,1,No
69281d58-cd44-4005-84ad-3eea4a4104ee,Zarathustra,78.77,8,176,462.69,3,Carbon dioxide-heavy,Icy,19.54,Nuclear,2,0.26793067576097296,1,Yes
7ffb08c4-c0e7-4a3c-bd3b-116e72776567,Titanium,582.66,44,359,329.34,7,Oxygen-rich,Icy,4.26,Nuclear,1,0.14220694955744137,1,No
6da1120d-547e-424a-a5da-7a666d84a628,Xenon,128.79,41,314,290.82,7,Methane-dominated,Icy,10.66,Nuclear,4,0.7647019276411173,0,Yes
b61f9452-d81b-4331-bd4b-97fb86a60495,Aurora,247.9,48,44,153.46,7,Carbon dioxide-heavy,Icy,9.88,Geothermal,0,0.25381370791291596,0,No
bd7f9fe1-e544-40cc-8245-3f2eedc092f0,Aurora,89.85,6,296,466.85,3,Hydrogen-rich,Oceanic,19.82,Solar,4,0.9644222638801464,1,No
188e845a-a0c9-4e70-af73-a560ab64d1b7,Elysium,106.88,44,147,213.24,10,Oxygen-rich,Rocky,16.99,Nuclear,0,0.018902231215349674,2,Yes
54cdf14a-a948-46f4-92cc-1914c9d326b5,Elysium,419.29,33,166,362.37,2,Hydrogen-rich,Volcanic,0.31,Geothermal,0,1.0,0,No
c382487f-a3b8-4b12-a202-a48a26b31ba0,Elysium,740.51,35,84,92.86,3,Methane-dominated,Rocky,4.52,Nuclear,0,1.0,0,Yes
f9760eb4-d346-4e78-b458-789b72d950d9,Zarathustra,428.46,39,242,54.93,5,Methane-dominated,Oceanic,18.82,Chemical,0,0.47880061739227775,0,Yes
f1a1c556-6ca8-431c-911e-06d9e72095a5,Xenon,74.69,13,55,307.08,1,Oxygen-rich,Oceanic,19.72,Solar,1,0.1832686108659201,0,No
f1a14dc7-879c-40d7-9132-8a682de5126c,Titanium,537.87,38,217,91.38,8,Hydrogen-rich,Oceanic,3.7,Chemical,0,0.4895105750720077,2,Yes
cc556c68-165f-4c84-a620-fcd1278b237a,Aurora,124.85,20,354,129.88,2,Carbon dioxide-heavy,Oceanic,3.05,Geothermal,3,0.0,0,Yes
5795e560-a328-4d56-ba60-84fda5d6d553,Xenon,918.68,14,53,434.87,3,Hydrogen-rich,Oceanic,6.48,Solar,3,0.7815398854753254,1,Yes
035b37dd-e5d9-4157-87b3-e21171bc6d2e,Elysium,11.39,19,144,71.74,9,Oxygen-rich,Icy,2.98,Geothermal,1,0.6974710628290948,2,Yes
2e3522f9-ec96-411c-ac34-7ea19fdee992,Xenon,626.28,28,311,63.49,4,Oxygen-rich,Oceanic,15.76,Solar,2,1.0,2,No
76c15a90-d8e6-4da6-a70f-cf009b9f6651,Elysium,638.05,49,186,89.74,3,Hydrogen-rich,Rocky,14.06,Nuclear,0,0.3531455653157821,0,Yes
85fe0db4-9524-4f81-86fc-c9d35f8a6482,Elysium,271.13,9,41,150.41,8,Oxygen-rich,Icy,6.69,Chemical,1,0.727812109035461,2,Yes
b0fca01f-cbac-4df1-89e4-2691c7d2b6ef,Zarathustra,288.89,16,323,298.98,10,Methane-dominated,Oceanic,18.92,Solar,2,0.44351619468377335,1,No
9798ad5e-e01f-4001-ad53-f25f16decf4a,Elysium,250.58,45,133,484.92,8,Carbon dioxide-heavy,Rocky,10.95,Chemical,1,0.2737513332762066,2,Yes
ebde4387-323e-49c4-b7e2-60fc8e2993c8,Titanium,240.85,14,95,311.57,8,Methane-dominated,Rocky,12.85,Chemical,2,0.7498800092628171,1,Yes
dc954b84-c5e8-4d89-8887-2c106e1e9d4a,Zarathustra,188.28,41,281,60.42,7,Oxygen-rich,Volcanic,6.98,Nuclear,2,0.6853477984989365,2,Yes
494b118f-1ac6-4050-85f8-74148e49d98b,Zarathustra,980.29,45,54,360.3,5,Hydrogen-rich,Icy,6.83,Nuclear,2,0.17655356659920476,0,No
b19b076c-bed0-4a66-b0a4-65a3d69a11c0,Zarathustra,32.72,9,362,151.46,7,Hydrogen-rich,Volcanic,11.08,Geothermal,1,0.5343163202204346,1,Yes
57767af3-3fc1-4a31-bf37-ce5b55d32ef4,Xenon,813.4,18,193,56.59,1,Methane-dominated,Volcanic,14.73,Solar,0,0.2264264667809592,2,Yes
10dabf60-2fce-48d3-97dd-5430bee7ab74,Zarathustra,397.35,42,271,263.87,10,Hydrogen-rich,Icy,19.84,Nuclear,4,0.5211340789659956,1,No
181eedd3-89a3-4dcc-b27c-343ce4fdd393,Aurora,419.06,15,249,420.26,4,Hydrogen-rich,Icy,17.82,Solar,3,0.8167827806346175,1,No
8773ec7f-bcad-4b90-8254-111d7c681195,Xenon,388.97,7,272,339.91,9,Hydrogen-rich,Volcanic,16.95,Nuclear,3,0.5366613315354234,1,No
e48ff545-b786-40b7-a144-11da09bcb6cd,Elysium,434.14,32,267,138.91,8,Methane-dominated,Oceanic,5.9,Nuclear,0,0.7716008379973848,1,Yes
be759b60-4d59-4b22-b383-b13290250791,Aurora,94.43,21,313,146.82,1,Carbon dioxide-heavy,Icy,18.41,Chemical,2,0.0,0,No
c55f3bad-c60e-44bb-8bba-c317eb754779,Aurora,466.91,11,127,486.37,6,Methane-dominated,Rocky,17.59,Solar,1,0.5396109311247254,1,No
4828f505-7a36-4962-87cb-4237c5beb630,Elysium,305.9,17,344,332.72,4,Oxygen-rich,Icy,5.79,Geothermal,4,0.28388264861429746,2,No
8ea09ff5-529d-488a-8e0f-2544786efd79,Elysium,647.82,20,123,482.67,3,Methane-dominated,Icy,4.84,Chemical,0,0.6913677900909605,1,No
d13fd3ca-f46f-4eca-b78c-147843b328eb,Xenon,193.98,24,222,278.2,3,Methane-dominated,Oceanic,0.29,Chemical,4,0.6032323457127093,0,Yes
386e5c47-d138-4f71-a51d-1130f09af653,Xenon,818.59,28,71,233.82,5,Oxygen-rich,Oceanic,6.54,Nuclear,0,0.6814095233071022,0,Yes
5f57138a-5444-4bb0-989d-2d3a026dc8c1,Elysium,627.98,46,298,273.6,7,Methane-dominated,Oceanic,2.01,Geothermal,4,0.20543017573161576,0,Yes
e3ff6b43-0e8f-4718-870d-8490af08c396,Elysium,99.91,42,362,411.26,2,Hydrogen-rich,Icy,13.85,Solar,4,0.6787737814055533,0,No
e2d9a4ab-1398-4a4e-a7b2-0bf387cfc8d9,Elysium,732.3,6,323,416.05,9,Hydrogen-rich,Icy,0.46,Geothermal,3,0.9233356062601239,2,No
e5ae1acc-7c1d-4aa8-a2d7-1ae2526e1277,Xenon,101.81,28,90,233.15,1,Oxygen-rich,Oceanic,18.03,Solar,3,0.8211454355105466,1,No
6ba2f9b3-11eb-4bd0-951f-a0a9fe8b2286,Aurora,871.88,11,93,417.72,6,Hydrogen-rich,Oceanic,2.21,Solar,4,0.28503165548465453,0,Yes
8ea5b3af-7469-4186-acc6-7d569bec064e,Titanium,558.0,7,363,488.73,9,Hydrogen-rich,Icy,1.75,Nuclear,1,0.13293742347878046,2,No
759bbc90-c16f-4d89-bba4-92c79f413836,Xenon,479.44,48,362,139.77,3,Methane-dominated,Rocky,16.53,Chemical,0,0.380217680545214,0,No
daa65c4a-ee3e-4dff-b360-a72fb43b674a,Aurora,582.78,14,312,56.82,9,Methane-dominated,Volcanic,19.38,Solar,3,0.6976817659471017,2,No
e0ea8081-1e22-4194-b6da-4d878d3eedc5,Zarathustra,721.56,6,38,282.87,3,Carbon dioxide-heavy,Icy,10.78,Nuclear,4,0.6161210871422997,2,Yes
446b30cd-4161-420c-81b3-ceef7376d6eb,Zarathustra,67.58,24,246,241.3,10,Carbon dioxide-heavy,Icy,2.34,Chemical,2,0.9224417805902594,0,No
39b05907-5792-4ee2-93bf-46f8d2e7ca49,Titanium,191.31,27,93,248.42,9,Methane-dominated,Volcanic,15.35,Nuclear,0,0.5122854020810153,2,Yes
2d94432b-629b-4e28-977d-941fbafaa466,Elysium,591.64,26,249,179.92,1,Oxygen-rich,Oceanic,15.89,Nuclear,0,0.18504275384940141,1,Yes
1ac9c249-2cfa-49be-a520-18be46ea384e,Xenon,193.22,44,247,180.1,7,Carbon dioxide-heavy,Oceanic,10.91,Solar,4,0.4057756668842542,1,No
45333e05-23af-4bb7-9a05-836e9eb7a349,Zarathustra,592.07,13,42,137.9,6,Carbon dioxide-heavy,Icy,7.03,Solar,2,0.774796142035495,1,Yes
f4d3b544-dbc6-416e-a484-4ee1cdef16ce,Titanium,50.56,41,107,174.22,10,Methane-dominated,Oceanic,12.12,Chemical,2,0.8587357400129563,0,Yes
bb34e361-b4c3-473a-94d4-1ace709a0b7b,Titanium,594.39,49,141,215.81,6,Oxygen-rich,Oceanic,0.11,Chemical,4,0.47235399735117745,2,Yes
11f367b1-e59a-43d5-959f-f3305f55ac60,Xenon,359.28,25,352,318.25,3,Hydrogen-rich,Volcanic,6.78,Geothermal,2,0.43557279186561626,0,Yes
04f47435-45fa-4365-92ca-9403cd257821,Titanium,112.13,49,83,98.78,6,Carbon dioxide-heavy,Icy,14.55,Nuclear,0,0.4576884535996774,2,Yes
37b24665-aa9d-40c8-b1ff-1c708ac4697b,Xenon,394.84,27,360,127.67,9,Methane-dominated,Rocky,11.25,Geothermal,3,0.7781672459366853,2,Yes
856d1603-731a-4027-a8db-6acbec2a1f8c,Aurora,45.09,32,359,451.57,1,Oxygen-rich,Icy,15.88,Solar,0,0.5212846443659109,0,Yes
010e5dff-32d4-4b94-9290-e3a81f49cf77,Titanium,834.71,5,37,398.14,2,Methane-dominated,Oceanic,11.28,Geothermal,3,0.14777644431588433,2,No
d3f6ac16-1d76-4c1e-87de-967a4c4e0088,Titanium,242.55,48,306,449.9,10,Methane-dominated,Oceanic,14.79,Geothermal,3,0.829297046919397,1,No
a3b87574-a0c1-4e6b-8d4a-3cc6ca13ca1e,Aurora,980.61,24,276,330.41,3,Hydrogen-rich,Volcanic,1.09,Solar,3,0.5312585983834204,2,No
cd0377df-f0bd-4486-a063-a6afd80e73f5,Zarathustra,25.53,22,364,75.23,6,Hydrogen-rich,Rocky,15.82,Solar,0,0.3597055310649059,0,No
3d79fb14-c764-49d1-8b7a-934c1f900731,Zarathustra,617.1,5,206,89.71,3,Carbon dioxide-heavy,Volcanic,1.6,Nuclear,4,0.5359702391100443,0,No
aa66f508-03a6-4dfd-861b-8bb63d81a403,Aurora,186.58,26,171,445.52,10,Oxygen-rich,Icy,5.8,Chemical,0,0.37127238904893556,1,Yes
9ba2b294-e928-4a3c-a6be-383fc4572522,Xenon,280.29,32,289,200.3,4,Methane-dominated,Icy,18.15,Chemical,0,1.0,1,Yes
d296a4d8-fb58-4211-a421-d495cb9407ff,Aurora,181.76,45,268,176.51,10,Methane-dominated,Volcanic,9.17,Chemical,3,0.2427018940993724,2,Yes
f3380d21-98fa-41bb-96b1-d748379401d8,Elysium,951.99,47,337,442.98,7,Oxygen-rich,Oceanic,2.94,Geothermal,2,0.1932462584230204,0,Yes
82122557-434f-47c8-bf18-7ff9e81d8650,Zarathustra,721.45,48,37,181.97,6,,Rocky,5.5,Nuclear,1,0.870897171777623,1,No
3ac62f2c-4cb7-461b-9a40-084ba82dad4e,Titanium,135.16,18,177,472.47,5,Methane-dominated,Volcanic,5.87,Geothermal,4,0.7263696773102928,1,Yes
9506d8fd-4925-477e-b06e-01552056259c,Elysium,753.82,5,235,317.33,9,Carbon dioxide-heavy,Oceanic,7.57,Geothermal,0,0.17612852337537202,2,No
be6bbb4c-b6b6-4abc-aa19-6ef23945055c,Aurora,887.69,28,274,128.61,2,Methane-dominated,Volcanic,11.81,Chemical,2,0.09600350156476539,1,Yes
449ea5f6-75f2-4d91-9535-d638d37fd315,Xenon,45.62,8,331,349.29,1,Methane-dominated,Volcanic,2.23,Chemical,1,0.5224105178023623,0,No
a1e062eb-1676-41f5-901e-62db7bd7a368,Aurora,484.93,28,202,271.94,4,Oxygen-rich,Oceanic,6.6,Chemical,3,0.7531060251953362,0,Yes
f82654f2-9b76-4213-a5ee-c90e373dcad9,Elysium,125.12,37,68,299.81,6,Oxygen-rich,Icy,10.54,Chemical,2,0.8106843139109423,0,No
7fdef9c6-43f3-4eb0-bf66-c923ea899bb9,Elysium,612.38,35,134,275.32,8,Oxygen-rich,Volcanic,6.34,Nuclear,4,0.5337416306593334,0,No
285e5d1d-c9f3-45c9-bd23-f841f9bf829d,Aurora,233.33,14,323,390.2,6,Methane-dominated,Volcanic,15.78,Chemical,3,0.8237184725728006,0,No
58dad8bd-c26f-4a65-a7b1-0fbef8c14bd2,Zarathustra,596.08,30,248,367.16,5,Carbon dioxide-heavy,Oceanic,8.52,Nuclear,0,0.5739463584827571,1,Yes
dc50fa77-e1de-4f36-9891-c101b7c690d5,Aurora,859.66,40,189,366.66,10,Methane-dominated,Rocky,9.41,Nuclear,4,0.7286032724387039,1,No
a2a32a4a-549a-412c-bb10-3b3ac6330422,Zarathustra,296.76,34,253,316.49,2,Methane-dominated,Icy,11.82,Nuclear,4,0.9657294145231885,0,Yes
d7019509-70e7-4b2a-9677-c18715045d6f,Titanium,287.59,36,222,295.09,3,Hydrogen-rich,Oceanic,11.04,Nuclear,3,0.7759194504108113,2,No
a7eeb27c-f942-4d5c-a434-a7418dd9253f,Zarathustra,280.65,30,111,450.58,1,Carbon dioxide-heavy,Rocky,19.9,Geothermal,2,1.0,0,No
9a0bc44d-dc3e-4225-88aa-ef06201b7d98,Zarathustra,814.42,43,203,419.76,5,Hydrogen-rich,Oceanic,12.44,Nuclear,4,0.5749803479760295,0,No
3e5c0b13-9ddd-4d8f-b4ae-fe16182b196f,Titanium,540.77,19,334,466.7,8,Carbon dioxide-heavy,Icy,8.8,Nuclear,1,0.26242895488261503,0,Yes
c93e757d-77e1-492a-927a-f0442378746d,Xenon,545.25,48,198,54.21,2,Carbon dioxide-heavy,Icy,19.85,Geothermal,1,0.4892376686465919,0,Yes
9e173af3-9d9e-4507-83ee-56c0aecb47d3,Xenon,734.6,5,218,336.56,7,Carbon dioxide-heavy,Volcanic,16.11,Nuclear,3,0.2796951679762021,0,Yes
9aece41f-0aab-4cad-95b1-c146f559f990,Zarathustra,207.22,10,346,488.89,3,Oxygen-rich,Icy,18.85,Chemical,0,0.0,2,Yes
5a9b5b72-453d-4107-8b36-3757831fa609,Titanium,531.8,40,64,187.66,2,Methane-dominated,Oceanic,16.41,Nuclear,0,0.8221307000952108,1,Yes
1b8ae3d0-ac49-451c-873c-082c896c0a6b,Aurora,484.11,12,211,469.4,3,Hydrogen-rich,Oceanic,1.43,Chemical,0,0.6656620223916649,1,No
7115c551-ff62-4873-a44f-6567122dc172,Xenon,19.62,31,303,428.93,5,Hydrogen-rich,Icy,18.95,Geothermal,3,0.8570498348014719,1,Yes
a2b0dc25-ff95-4b54-8f7d-9d5e97b28c02,Aurora,728.79,27,306,97.18,10,Hydrogen-rich,Oceanic,16.04,Nuclear,4,0.5466611702191757,0,Yes
8e90857a-ea97-46f8-ae37-9628fec0a219,Aurora,680.32,31,234,243.73,6,Methane-dominated,Volcanic,9.17,Nuclear,2,0.9565176796611463,2,No
25cab892-9ff5-4af0-9093-2143f7ba4c5c,Aurora,107.24,13,324,140.23,2,Carbon dioxide-heavy,Icy,18.8,Nuclear,3,0.7554429198412844,2,No
a7009b1d-4d7d-4a0f-8542-61a9fc4a4c05,Elysium,573.93,33,359,436.41,1,Methane-dominated,Volcanic,3.29,Solar,3,0.440403636509949,2,Yes
cee82410-64c8-4367-8a10-addda8ee3934,Aurora,616.17,28,339,59.91,6,Hydrogen-rich,Rocky,13.9,Geothermal,3,0.2770634617785944,1,No
91f0c6f5-ea29-48e9-8cf3-6871a039cd1d,Zarathustra,368.03,36,66,329.99,9,Hydrogen-rich,Rocky,17.49,Chemical,3,0.07559926290715654,0,No
9edb4d09-2a3c-4471-bc77-2fb59905ee0f,Xenon,702.44,13,235,414.0,9,Oxygen-rich,Rocky,18.18,Solar,0,0.20884986991463578,0,Yes
3439f3db-ffe0-4d24-9640-d47e42177bfc,Titanium,848.32,18,232,50.14,3,Hydrogen-rich,Oceanic,12.93,Geothermal,1,0.3860335582393506,1,No
1e1f03f2-bd60-4378-aeec-118f6450cfa1,Aurora,900.11,42,260,399.78,2,Hydrogen-rich,Icy,4.65,Chemical,0,0.7489768745419499,2,No
b263ccda-0473-4628-8912-f155ae63a3cb,Elysium,642.75,49,97,392.1,9,Carbon dioxide-heavy,Volcanic,16.24,Nuclear,1,0.2930087964998957,1,Yes
162fbe2a-212a-4c18-8641-9822a8e07085,Xenon,99.4,28,88,374.82,2,Methane-dominated,Rocky,1.18,Solar,2,0.977347052418826,2,Yes
7a2e37ed-30fc-4d24-ace8-734a081b37b3,Titanium,464.87,47,248,270.92,3,Carbon dioxide-heavy,Rocky,16.26,Chemical,3,0.24820698882800812,2,No
35ed0e24-213f-4a0c-a587-c10569880632,Xenon,296.66,48,88,141.48,10,Carbon dioxide-heavy,Volcanic,6.69,Solar,2,0.24759044559168447,2,No
02a23788-ed7c-4be6-90ce-72da3c4382b0,Xenon,192.7,38,341,470.81,5,Hydrogen-rich,Volcanic,5.53,Solar,3,0.19789917969160667,0,Yes
8a7c6baf-b94e-44fc-b805-b664266900bc,Zarathustra,585.84,25,65,126.03,7,Carbon dioxide-heavy,Rocky,6.54,Nuclear,1,0.22652024076768967,2,No
3dd73df1-cb46-4575-bf70-231b37c1c6ce,Aurora,536.7,35,297,426.74,2,Hydrogen-rich,Rocky,5.92,Solar,4,0.2611601539520002,2,No
de37f6f5-f74d-491f-97cf-80519d0e09e0,Xenon,292.32,36,154,201.59,5,Carbon dioxide-heavy,Rocky,7.06,Geothermal,0,0.8240084672217235,1,No
82afc8dd-2b2d-4ae9-b3ef-e40f7656028b,Aurora,421.53,17,194,351.12,1,Methane-dominated,Icy,6.21,Geothermal,2,0.27944068524667837,1,No
6c8fad7f-3cb5-4ac9-a7dd-0e5eaa5d8eb9,Elysium,853.58,46,297,237.82,8,Methane-dominated,Oceanic,15.02,Nuclear,2,0.17461018424858898,1,No
b222426e-4d3e-4103-a5c2-0429a393e511,Titanium,533.13,39,287,155.46,3,Carbon dioxide-heavy,Rocky,6.12,Solar,2,0.24776437928867515,2,Yes
ccafd2a5-d369-49d9-a93e-5bbcb6c985bd,Xenon,751.5,46,336,320.21,9,Oxygen-rich,Oceanic,3.88,Nuclear,3,0.8327416338896856,1,No
abee66de-0ca3-443d-a5b0-24fdbdec71ec,Aurora,28.13,44,334,284.64,6,Oxygen-rich,Icy,15.43,Chemical,3,0.3075037857258721,1,Yes
fad07f61-8800-4d68-8409-55b371f0381c,Zarathustra,492.03,42,95,289.29,8,Methane-dominated,Rocky,19.31,Nuclear,1,0.2884629444502743,0,No
5b98f714-7cc4-4c7c-9c9e-e5942f07694a,Elysium,674.91,18,78,214.37,1,Hydrogen-rich,Icy,5.62,Chemical,3,0.7263004868818362,1,Yes
93ee8403-8dba-4f36-a4e3-b344dde1e50a,Zarathustra,353.26,24,168,166.85,6,Oxygen-rich,Rocky,14.96,Nuclear,4,0.8828580725603411,1,Yes
d28295f8-d35b-48be-8e15-ca73f7155feb,Titanium,784.05,16,92,262.38,5,Hydrogen-rich,Icy,8.08,Nuclear,2,0.6584099452658282,0,Yes
b1c977ad-2706-4df4-b34a-70affc35a462,Aurora,864.44,49,174,356.47,7,Oxygen-rich,Icy,7.12,Nuclear,0,0.016984942803694836,2,Yes
ea5ab808-1b29-4699-9937-99e3f820d972,Xenon,259.93,28,104,249.53,8,Hydrogen-rich,Icy,16.47,Solar,2,0.10237860703742716,0,No
6fefa105-aefa-4947-9401-de6c07fcfb37,Aurora,385.0,35,210,,5,Methane-dominated,Oceanic,18.89,Geothermal,2,0.8415878371072618,2,Yes
63c52717-9922-4d55-af65-69ec691447e1,Xenon,337.05,24,339,474.71,8,Hydrogen-rich,Volcanic,12.45,Nuclear,1,0.7626475368092969,1,Yes
7442432a-6acd-4d00-abbf-6be6264503f1,Xenon,215.27,22,246,188.39,7,Oxygen-rich,Rocky,1.79,Geothermal,1,0.16733343456047492,2,No
7b709b2c-d967-4e0e-a9b4-3f6a7c7420f6,Xenon,302.64,11,104,73.32,1,Carbon dioxide-heavy,Volcanic,11.39,Chemical,4,0.22093701376962546,1,No
d554e423-6d7e-467c-9df9-4f31807f4829,Xenon,795.04,8,346,451.22,6,Carbon dioxide-heavy,Oceanic,16.14,Chemical,0,0.20679888704824276,0,Yes
4d0f9a98-2772-4580-9ca2-00f77bd51ae6,Aurora,370.24,42,155,371.75,10,Hydrogen-rich,Volcanic,3.94,Chemical,1,0.6889689724704263,1,No
788c6220-9743-45ad-93dd-5cbd0630ca72,Aurora,165.05,15,278,301.66,7,Hydrogen-rich,Volcanic,10.29,Chemical,3,1.0,1,No
c265b33a-ab98-4d00-bbb7-edb1831a4067,Elysium,327.64,7,35,426.41,8,Carbon dioxide-heavy,Volcanic,1.94,Geothermal,0,0.767117909067953,2,No
f7325a6e-34e9-4f20-a2f3-14bf8faf448e,Xenon,451.68,26,31,280.3,10,Methane-dominated,Volcanic,3.08,Geothermal,0,0.9257711130712525,0,No
1e8cf8aa-9565-4516-859f-7be57930376e,Elysium,427.19,7,53,181.93,4,Hydrogen-rich,Oceanic,0.83,Solar,0,0.7010642961013807,0,No
65c1e67d-3e77-4c80-b5ec-9fbb7c59eead,Aurora,616.95,43,260,134.48,9,Carbon dioxide-heavy,Icy,3.12,Chemical,3,0.7363883304848401,0,No
93cbf97c-29ff-4d76-aa58-d28a87e8f647,Aurora,558.53,14,51,275.11,6,Oxygen-rich,Volcanic,1.6,Nuclear,1,0.3908704175219667,0,No
2ccfa80b-e369-4c49-b512-5ac680547a4a,Zarathustra,443.87,5,221,93.69,1,Methane-dominated,Icy,2.09,Geothermal,4,0.29854519629845216,2,Yes
f6035eee-a8a0-46f1-9c2a-8a1d6f84349b,Titanium,86.48,37,223,,10,Methane-dominated,Volcanic,3.59,Solar,4,0.5383769540385301,1,Yes
8a8c9295-90ac-4b1f-b625-53a819ee445c,Zarathustra,856.66,33,300,71.47,8,Oxygen-rich,Oceanic,14.96,Solar,3,0.5578154876452565,1,Yes
7f714ac9-e628-4409-b6c0-1829efb87214,Titanium,628.93,29,154,363.82,7,Oxygen-rich,Icy,12.82,Chemical,2,0.009045225407653748,2,No
06266c68-08e6-4e8f-af95-f76569bf0590,Xenon,397.11,43,364,143.91,5,Hydrogen-rich,Rocky,17.14,Nuclear,0,0.07673552174070702,1,No
e3d6aa0c-a69a-4c2c-b1e7-5a41555b88e2,Titanium,25.66,43,222,107.0,7,Oxygen-rich,Volcanic,4.14,Solar,0,0.8797452885471934,2,No
464664ac-0bc3-4b75-8207-b1cbd924641f,Titanium,295.35,24,185,373.0,2,Hydrogen-rich,Rocky,19.2,Nuclear,0,0.5463223210082893,1,Yes
0d7d348f-0505-4911-b721-f2a9c82102a3,Aurora,962.26,18,140,231.13,3,Methane-dominated,Icy,14.08,Nuclear,0,0.6736736232096905,0,Yes
9d426358-cb73-4449-a1f3-3758576330c0,Zarathustra,365.07,22,314,264.89,10,Oxygen-rich,Icy,18.23,Solar,1,0.40586037800002045,1,No
1440fa05-e9fc-43b2-bada-9b1c73b00df1,Titanium,647.0,26,49,368.36,7,Methane-dominated,Oceanic,3.6,Chemical,2,0.5484730672313312,1,No
f1c72851-b301-4050-b558-11cb938dda33,Elysium,556.75,7,81,252.71,8,Hydrogen-rich,Oceanic,9.78,Solar,3,0.5949654117745398,0,Yes
a9066bd1-aa23-497a-b19e-8573fc47073e,Aurora,670.52,19,156,483.93,5,Hydrogen-rich,Volcanic,12.12,Chemical,4,0.921500682431876,0,No
1ae3fe35-5f29-4c9f-87bd-b9c3fc4a6a35,Zarathustra,415.88,18,32,457.07,7,Oxygen-rich,Volcanic,4.29,Geothermal,2,0.1560447924648175,0,No
2e9b539e-9653-4b81-a6f4-b7484d352589,Elysium,230.87,42,189,124.61,9,Methane-dominated,Volcanic,19.3,Chemical,3,0.2302246088982569,1,Yes
16a3b041-4d88-48c5-83ff-4ec39447100c,Zarathustra,851.72,41,203,479.53,7,Methane-dominated,Volcanic,17.96,Geothermal,3,0.5573286658756257,0,Yes
07965c0f-70e9-4bf2-87f5-fe7827758091,Elysium,263.77,38,115,385.4,4,Carbon dioxide-heavy,Rocky,18.68,Chemical,2,0.8877023159242937,2,Yes
e8f4e8e9-a0d2-494f-96d2-4174dec37e20,Xenon,174.01,22,280,92.07,7,Carbon dioxide-heavy,Volcanic,6.78,Nuclear,2,0.9903951001334497,1,No
ba1e57c1-7582-40c2-878f-d533b326c42f,Titanium,585.06,44,177,164.19,2,Oxygen-rich,Oceanic,2.63,Solar,1,0.9079601788472614,1,Yes
e96c952f-ab52-4323-b590-5fbc9f248b7c,Aurora,170.88,36,128,168.04,3,Methane-dominated,Icy,8.54,Chemical,4,0.5429396799609452,2,No
f3ff52e3-35be-47a8-bba0-0ba3c6799876,Zarathustra,518.82,13,328,308.57,7,Oxygen-rich,Oceanic,16.07,Solar,4,0.7968845371143733,1,No
e031b0e4-e1bd-488e-a340-b471eed2630a,Xenon,279.67,23,305,73.61,8,Hydrogen-rich,Oceanic,6.64,Chemical,4,0.39282024611874905,2,No
1bb2bf27-c150-4488-bf2a-0e51f40f667c,Zarathustra,166.93,10,193,195.22,10,Hydrogen-rich,Icy,3.43,Nuclear,1,0.9315411577200274,1,No
7d171bf6-62a7-47b4-bff3-ba1d45ebcb3c,Elysium,499.87,10,259,173.09,8,Carbon dioxide-heavy,Oceanic,12.66,Chemical,4,0.8607133280869025,2,No
8d5e6543-4251-40a1-8fe7-3292288ffd99,Zarathustra,593.63,23,230,331.45,3,Methane-dominated,Icy,7.22,Nuclear,4,0.3905452559334007,0,No
231a64eb-ffeb-4a83-b962-d5afe64dd652,Xenon,495.57,16,98,451.36,1,Carbon dioxide-heavy,Volcanic,9.03,Nuclear,2,0.8617450193225155,2,No
f011a840-7536-4eef-8f89-fe74eb588965,Xenon,907.79,15,89,223.9,1,Methane-dominated,Oceanic,3.43,Nuclear,4,0.774031969909128,0,No
b7a1bfd0-2907-4d9c-9cf2-d98119febd4b,Titanium,772.29,46,347,377.78,8,Methane-dominated,Volcanic,12.37,Nuclear,3,0.27119729364864564,0,No
a46d2d96-eccf-4057-84bb-a84783fc6f72,Titanium,846.06,40,284,481.91,2,Oxygen-rich,Oceanic,19.57,Nuclear,4,0.4644987987711211,0,No
be41a3fd-1801-419d-bd04-d0f277a38155,Titanium,445.1,18,362,419.53,10,Oxygen-rich,Icy,14.3,Nuclear,1,0.49906958925750716,2,No
aed95dde-54ad-4b68-b55b-876f3a59ea00,Zarathustra,437.49,7,172,464.23,4,Carbon dioxide-heavy,Rocky,19.15,Geothermal,4,0.7192607446521092,1,No
629b5276-21fe-46ff-9aeb-179d58419b23,Xenon,742.51,18,262,261.36,3,Methane-dominated,Volcanic,10.52,Solar,4,0.36705865206238564,1,Yes
8783ffea-1eac-4992-8c46-705ddee6ad35,Aurora,420.01,31,97,405.16,4,Methane-dominated,Icy,3.87,Solar,4,0.9216969492164029,1,No
